land,country,name,id,nuts,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-04,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25
Slowenien,Slovenia,Zasavska,SI,SI035,keine Daten,keine Daten,keine Daten,9,7,3,2,0,0,0,0,0,2,5,26,80,124,79,17,19,17,9,10,28,44,119,161,168,406,773,749,640,856,929,978,177,-364,1711,2225,1125,1291,1093,919,891,591,446,404,381,453,525,647,663,563,593,674,682
Spanien,Spain,Comunidad Foral de Navarra,ES,ES22,296,348,186,58,62,41,30,17,12,15,8,18,23,11,22,72,140,149,158,202,219,286,363,498,619,686,674,756,1001,1147,1109,907,630,378,275,222,181,184,188,213,290,385,472,490,425,286,165,130,126,126,157,266,356,430,437,375
Spanien,Spain,La Rioja,ES,ES23,586,574,283,117,78,28,12,8,9,9,5,3,2,2,9,16,27,27,36,142,258,355,391,377,446,468,392,384,545,706,724,753,727,566,432,304,214,222,238,333,561,926,1275,1320,946,416,149,86,75,-17,-14,124,180,215,241,276
Spanien,Spain,Cantabria,ES,ES13,143,135,90,50,34,13,9,6,7,8,4,3,4,4,2,6,12,28,54,98,139,182,235,275,246,167,123,109,160,299,376,446,520,480,360,287,242,168,159,194,279,355,412,374,282,224,175,140,107,95,97,120,142,161,208,244
Spanien,Spain,País Vasco,ES,ES21,230,244,143,59,43,22,17,11,4,6,6,8,6,6,9,39,75,93,159,249,305,365,383,351,318,279,257,279,370,520,629,781,844,675,473,346,306,279,244,236,301,411,549,655,621,475,335,253,209,196,220,275,329,396,487,546
Spanien,Spain,Ciudad Autónoma de Ceuta,ES,ES63,87,87,20,4,11,15,8,6,46,52,10,0,0,0,0,1,1,2,5,31,74,117,131,150,169,206,255,343,395,576,847,1018,899,596,378,194,138,109,107,191,340,425,523,589,549,482,353,268,294,263,259,272,343,503,453,281
Spanien,Spain,Ciudad Autónoma de Melilla,ES,ES64,63,63,17,12,15,6,2,2,1,1,2,5,2,0,0,4,4,13,53,76,116,179,238,355,337,366,478,573,856,1187,1357,1125,774,630,450,288,233,244,217,257,431,676,1023,1114,874,633,475,397,440,431,495,519,443,558,537,452
Spanien,Spain,Canarias,ES,ES70,42,36,17,9,5,3,3,2,3,3,1,2,2,1,2,5,7,6,19,49,98,157,186,164,126,105,96,86,78,75,68,73,78,74,77,69,112,151,122,123,148,170,186,180,155,131,109,99,108,118,133,130,121,133,139,117
Spanien,Spain,Región de Murcia,ES,ES62,44,32,13,4,3,2,4,4,3,3,2,2,4,4,5,10,26,43,59,77,106,191,293,345,427,464,403,355,403,498,636,861,835,533,298,198,158,151,169,249,313,1125,1791,1407,817,334,168,115,92,72,59,58,64,70,72,71
Spanien,Spain,Comunidad de Madrid,ES,ES30,451,485,187,90,62,32,29,31,39,41,25,23,19,14,11,16,32,66,129,253,396,492,577,689,792,826,742,558,450,457,395,358,347,279,233,220,240,315,346,381,603,809,948,972,794,591,445,345,288,251,224,260,278,344,431,422
Spanien,Spain,Castilla y León,ES,ES41,254,379,247,83,88,48,37,24,17,24,18,14,13,10,6,7,12,29,78,128,168,230,273,316,382,436,438,440,537,752,865,906,952,812,535,314,228,204,170,189,448,922,1336,1352,966,537,295,188,135,111,114,128,156,200,218,200
Spanien,Spain,Castilla-La Mancha,ES,ES42,376,496,198,-8,52,29,23,18,32,40,25,18,16,15,11,9,12,23,40,70,124,184,263,396,479,500,461,362,386,518,569,591,574,450,397,345,260,306,337,388,607,1094,1427,1341,1047,600,296,198,156,185,178,116,119,174,234,244
Spanien,Spain,Aragón,ES,ES24,251,181,104,45,32,20,18,17,16,15,10,16,36,38,46,165,333,685,562,333,444,329,291,341,385,370,296,371,555,865,1066,924,719,489,343,282,216,188,196,255,397,606,742,659,589,483,290,197,161,138,130,138,153,218,270,265
Spanien,Spain,Principado de Asturias,ES,ES12,86,99,52,13,8,4,4,2,5,5,1,0,0,0,1,1,3,11,24,32,38,47,60,73,96,122,128,176,260,342,397,488,631,588,412,306,224,158,120,124,186,318,495,632,603,418,262,201,193,179,157,159,161,164,170,166
Spanien,Spain,Cataluña,ES,ES51,219,290,217,139,82,81,62,10,41,44,12,20,20,29,51,91,142,172,166,157,180,203,211,166,179,206,211,295,401,658,758,720,606,375,269,218,219,276,332,355,704,1023,950,803,761,647,458,418,-744,-859,184,228,243,244,280,327
Spanien,Spain,Comunidad Valenciana,ES,ES52,84,87,48,17,14,8,6,5,6,7,4,3,3,4,5,10,21,36,55,78,101,142,154,151,152,148,148,119,147,216,250,322,408,420,362,326,304,373,440,446,686,1164,1801,2119,1666,953,534,282,127,85,53,41,40,42,44,47
Spanien,Spain,Illes Balears,ES,ES53,59,55,36,18,10,6,5,6,13,9,1,4,4,4,5,7,11,35,91,161,256,302,265,243,251,201,142,144,144,178,215,249,254,213,203,227,283,402,508,547,599,669,688,575,369,215,138,89,57,49,54,67,67,61,63,59
Spanien,Spain,Extremadura,ES,ES43,108,103,56,12,15,13,7,3,2,2,2,3,4,5,16,20,11,17,29,45,79,115,153,198,288,305,232,237,308,443,539,580,514,356,261,196,163,288,421,614,1043,1421,1421,1040,578,269,138,70,49,69,91,97,121,145,136,121
Spanien,Spain,Galicia,ES,ES11,163,159,92,25,4,12,5,2,3,3,1,1,2,6,9,7,7,12,24,54,91,124,135,126,119,113,108,134,174,237,299,317,310,285,238,180,168,182,188,207,298,484,703,787,643,404,230,146,101,80,79,73,70,81,95,104
Spanien,Spain,Andalucía,ES,ES61,63,62,31,16,11,4,2,3,3,3,1,1,3,4,5,9,14,21,36,60,87,116,141,152,178,208,193,214,327,451,585,658,645,530,388,283,172,150,147,151,306,659,965,1036,891,592,335,211,153,137,138,151,166,236,279,255
Schweden,Sweden,Södermanlands län,SE,SE122,keine Daten,keine Daten,121,133,151,107,54,56,44,28,50,94,112,105,65,35,21,5,9,11,6,4,4,8,14,23,24,34,63,105,167,316,473,515,451,386,434,513,521,515,538,438,319,260,202,236,285,338,442,496,611,755,828,953,936,768
Schweden,Sweden,Östergötlands län,SE,SE123,keine Daten,keine Daten,87,86,69,53,53,63,61,74,112,131,135,99,43,25,18,22,30,31,31,21,19,26,24,33,51,77,121,206,323,436,398,271,254,305,383,472,464,601,716,620,521,413,380,344,354,396,407,420,464,560,645,639,802,956
Schweden,Sweden,Uppsala län,SE,SE121,keine Daten,keine Daten,84,103,116,109,100,101,115,141,138,147,208,149,40,33,26,20,26,27,28,22,17,28,35,46,93,189,217,198,312,498,627,708,738,724,750,839,766,655,620,472,349,314,306,328,371,385,405,453,553,711,835,920,929,870
Schweden,Sweden,Jönköpings län,SE,SE211,keine Daten,keine Daten,69,95,100,83,81,95,107,119,235,384,443,307,123,87,52,34,41,39,30,24,32,53,61,58,58,90,140,197,312,506,656,697,645,583,630,733,716,711,772,661,557,561,543,550,591,628,642,699,844,934,899,870,810,669
Schweden,Sweden,Kronobergs län,SE,SE212,keine Daten,keine Daten,61,80,103,118,124,122,106,90,74,51,30,18,13,26,28,26,67,78,51,42,32,49,70,91,93,76,100,214,381,580,711,633,586,579,625,825,849,880,997,835,652,610,536,505,470,381,326,262,277,323,381,577,759,892
Schweden,Sweden,Örebro län,SE,SE124,keine Daten,keine Daten,142,173,170,144,109,105,111,97,98,83,60,68,37,7,15,25,34,33,20,21,34,43,50,52,75,154,223,359,517,663,796,808,691,541,509,538,550,566,561,446,369,321,255,260,292,353,420,449,549,747,946,1037,1005,908
Schweden,Sweden,Västmanlands län,SE,SE125,keine Daten,keine Daten,122,116,99,74,71,85,105,132,177,185,165,140,89,44,22,28,30,28,24,16,23,34,33,101,119,87,96,143,232,440,742,910,924,913,941,892,810,750,662,510,404,350,278,249,265,276,284,352,418,500,580,650,672,625
Schweden,Sweden,Värmlands län,SE,SE311,keine Daten,keine Daten,16,22,46,49,34,48,76,86,80,66,63,49,17,10,8,15,30,33,23,14,12,14,15,17,25,32,45,74,118,204,279,308,325,376,419,437,404,393,377,277,206,200,229,248,270,284,340,424,496,580,622,727,794,711
Schweden,Sweden,Dalarnas län,SE,SE312,keine Daten,keine Daten,92,111,137,95,58,59,57,66,59,48,89,117,78,42,24,22,29,28,30,38,35,49,81,77,65,72,101,144,217,354,464,490,508,539,626,748,745,683,579,459,388,288,222,222,250,302,368,476,602,713,769,895,907,796
Schweden,Sweden,Gävleborgs län,SE,SE313,keine Daten,keine Daten,76,76,85,104,115,112,109,135,182,182,220,229,179,96,22,23,25,30,26,22,16,24,23,35,51,58,56,71,114,235,437,630,779,911,1030,1411,1390,1017,858,572,387,327,358,463,584,763,909,976,1025,1005,922,962,947,765
Schweden,Sweden,Västernorrlands län,SE,SE321,keine Daten,keine Daten,24,42,58,55,71,101,123,123,115,119,140,125,95,74,48,37,29,23,18,9,5,11,13,16,23,31,33,36,74,218,441,690,828,897,988,1038,862,710,679,559,471,416,424,408,349,317,333,384,471,595,753,1015,1234,1254
Schweden,Sweden,Jämtlands län,SE,SE322,keine Daten,keine Daten,89,102,131,132,132,145,140,127,136,127,90,62,41,39,32,28,23,17,11,12,25,23,21,53,73,161,187,97,82,161,316,554,610,496,525,584,570,573,619,509,389,361,356,359,370,456,537,563,611,603,631,784,876,847
Schweden,Sweden,Västerbottens län,SE,SE331,keine Daten,keine Daten,38,39,34,25,32,37,29,26,28,35,48,39,19,7,4,10,14,20,17,7,6,11,22,51,55,41,40,51,118,321,489,537,613,626,660,726,619,552,481,329,285,301,456,686,847,881,814,683,581,516,399,419,485,481
Schweden,Sweden,Norrbottens län,SE,SE332,keine Daten,keine Daten,38,34,32,28,24,24,38,64,118,192,238,166,67,51,39,23,18,16,8,6,5,5,10,28,45,60,80,94,146,336,453,558,695,630,505,470,441,361,418,497,463,393,370,371,504,692,779,680,671,666,648,844,890,777
Schweden,Sweden,Kalmar län,SE,SE213,keine Daten,keine Daten,19,28,37,33,26,27,40,49,54,58,61,59,36,22,15,10,14,21,27,21,9,7,7,10,10,14,32,65,110,227,333,357,470,519,533,643,661,740,832,676,502,399,301,269,316,408,460,485,601,867,976,1034,1116,1028
Schweden,Sweden,Gotlands län,SE,SE214,keine Daten,keine Daten,10,32,65,49,13,10,28,35,50,77,80,62,40,72,87,85,92,72,37,12,7,8,13,12,34,60,52,72,184,474,712,653,725,906,868,727,536,432,439,354,228,144,84,75,69,85,169,211,214,293,365,452,571,511
Schweden,Sweden,Blekinge län,SE,SE221,keine Daten,keine Daten,4,13,21,13,16,41,72,98,103,69,41,28,16,11,9,16,41,51,29,15,9,6,11,58,93,85,57,76,128,174,249,323,379,486,640,746,833,1008,1069,880,613,371,269,226,201,185,182,217,244,325,432,525,660,784
Schweden,Sweden,Skåne län,SE,SE224,keine Daten,keine Daten,13,17,27,27,27,33,35,35,39,52,53,31,17,25,25,22,30,36,43,38,27,31,36,42,51,59,94,169,264,420,539,613,738,961,1190,1419,1434,1335,1377,1120,806,657,523,472,461,443,412,383,400,467,503,554,589,562
Schweden,Sweden,Hallands län,SE,SE231,keine Daten,keine Daten,28,44,51,44,47,53,69,82,84,79,135,117,35,33,27,37,59,58,55,52,40,42,52,73,78,87,98,135,213,359,434,404,529,571,548,722,924,1125,1117,900,772,687,646,673,728,790,848,923,1080,1272,1155,1054,1012,751
Schweden,Sweden,Västra Götalands län,SE,SE232,keine Daten,keine Daten,48,59,82,85,85,92,101,181,284,271,251,183,86,-10,-23,63,76,65,45,32,29,33,34,49,53,57,81,140,247,400,487,505,518,519,682,891,898,842,827,712,543,491,494,519,572,624,618,611,674,771,819,779,757,696
Schweden,Sweden,Stockholms län,SE,SE110,keine Daten,keine Daten,109,110,111,93,77,67,70,149,166,141,180,133,68,-15,-31,26,31,33,28,21,16,21,37,66,92,118,149,209,354,566,744,814,877,897,912,921,761,591,490,367,296,300,292,316,397,496,549,607,664,722,810,801,773,743
Afghanistan,Afghanistan,Afghanistan,AF,AF,1,1,2,2,4,7,10,16,22,25,25,22,16,11,9,6,5,3,2,2,2,1,1,1,2,1,1,1,2,3,4,4,5,7,6,7,9,6,7,7,4,3,3,3,1,1,0,1,1,1,1,1,2,2,3,5
Albanien,Albania,Albanien,AL,AL,10,8,7,10,8,5,5,5,7,9,13,24,31,34,37,42,46,50,58,65,71,70,64,69,75,67,66,75,98,132,146,177,233,301,344,359,383,352,283,226,247,290,305,367,459,525,524,495,445,362,292,234,187,150,108,75
Algerien,Algeria,Algerien,DZ,DZ,3,3,3,3,4,5,6,6,5,4,3,4,5,10,14,16,19,19,18,16,14,13,11,9,8,6,5,5,5,7,9,13,21,29,33,31,23,16,15,12,8,8,8,8,8,8,6,5,6,5,4,4,3,4,4,6
Andorra,Andorra,Andorra,AD,AD,509,399,278,134,46,20,17,11,4,117,117,4,3,0,0,33,55,59,77,84,117,177,223,289,458,646,717,1129,1663,1762,1901,1766,1374,1146,1103,1042,822,692,327,807,1437,1170,1138,1121,922,789,588,461,486,442,625,819,901,960,754,659
Angola,Angola,Angola,AO,AO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,4,4,5,6,8,10,10,8,7,5,3,3,3,3,3,3,4,4,3,2,2,1,1,2,2,2,2,3,4,5,7
Anguilla,Anguilla,Anguilla,AI,AI,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,33,40,7,20,33,13,0,7,13,7,7,7,0,0,20,27,27,20,0,27,320
Argentinien,Argentina,Argentinien,AR,AR,3,3,3,3,4,4,7,14,20,24,33,44,58,72,88,104,144,164,175,205,210,248,299,321,334,365,388,405,423,435,407,335,303,284,240,205,176,186,204,207,311,369,318,280,245,211,186,184,188,199,201,267,357,508,680,725
Armenien,Armenia,Armenien,AM,AM,22,19,17,26,39,53,78,126,158,210,256,245,272,282,237,204,177,139,102,86,80,70,67,71,89,119,171,238,412,755,970,967,825,649,582,528,458,396,313,208,146,150,128,81,70,73,75,100,156,219,311,406,435,425,395,342
Aruba,Aruba,Aruba,AW,AW,60,39,31,7,3,1,1,0,0,0,0,0,0,4,4,7,13,8,416,918,941,838,825,983,1032,747,495,328,228,212,185,169,134,123,165,219,198,198,257,363,698,816,631,516,465,423,425,440,407,480,630,818,825,708,622,473
Australien,Australia,Australien,AU,AU,16,9,3,2,1,1,1,1,1,1,0,1,1,4,8,13,18,24,26,21,15,9,6,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1
Österreich,Austria,Österreich,AT,AT,94,58,31,14,9,7,7,7,5,5,4,5,7,11,14,15,18,20,17,23,36,43,44,69,105,114,113,141,190,298,512,786,1038,1052,839,616,470,396,352,319,318,298,245,223,224,212,228,295,338,388,448,481,492,454,392,355
Aserbaidschan,Azerbaijan,Aserbaidschan,AZ,AZ,5,9,8,5,5,9,13,16,22,34,44,51,64,75,75,71,59,49,35,18,17,21,20,20,18,17,15,19,42,79,113,152,190,273,419,528,569,546,391,179,92,70,41,28,21,20,20,24,37,56,99,168,245,294,294,263
Bahamas,Bahamas,Bahamas,BS,BS,6,8,8,8,6,3,3,2,2,1,0,0,0,0,2,12,59,126,141,170,220,217,199,194,210,219,264,328,329,339,257,137,120,119,79,42,45,47,41,40,43,36,33,27,40,51,46,36,33,63,42,79,127,92,134,155
Bahrain,Bahrain,Bahrain,BH,BH,22,37,69,89,89,135,210,247,261,331,420,411,421,447,425,415,364,301,287,288,295,302,337,471,572,540,480,383,308,292,236,188,163,132,122,131,138,138,152,188,225,243,229,320,440,569,638,567,517,506,551,607,754,889,899,876
Bangladesch,Bangladesh,Bangladesch,BD,BD,0,0,1,3,4,6,8,12,15,20,25,28,31,30,28,26,24,22,21,22,22,21,19,16,14,13,12,12,12,12,13,13,14,16,18,18,17,14,11,9,8,7,6,5,4,3,3,3,4,7,12,23,41,54,50,37
Barbados,Barbados,Barbados,BB,BB,14,13,7,3,2,2,2,3,1,0,1,2,0,0,2,2,2,9,11,7,7,8,6,3,3,3,3,6,8,7,5,5,5,6,9,10,7,12,23,99,182,170,180,161,115,247,369,295,178,114,89,67,44,35,34,31
Belarus,Belarus,Belarus,BY,BY,5,26,55,83,115,132,137,140,137,132,121,105,79,53,37,27,23,21,18,15,17,23,25,26,30,36,49,63,78,98,124,142,156,188,220,245,268,279,299,280,269,290,250,222,221,215,222,207,180,149,148,173,178,193,179,180
Belgien,Belgium,Belgien,BE,BE,160,171,160,120,71,51,41,30,21,16,14,12,11,11,12,21,37,57,73,69,60,56,62,95,152,195,288,561,1053,1629,1763,1235,694,448,313,269,283,299,253,206,230,250,258,282,272,239,253,285,260,301,441,549,552,467,420,423
Belize,Belize,Belize,BZ,BZ,1,3,3,1,0,0,0,0,0,0,1,1,1,2,3,3,3,4,27,99,134,136,145,122,92,94,143,144,155,181,163,259,352,253,222,650,893,598,318,190,187,153,117,110,75,58,47,35,20,18,18,7,12,23,26,24
Benin,Benin,Benin,BJ,BJ,0,0,0,0,0,2,2,-1,-1,1,2,4,6,4,2,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,4,5,6,10,9,7,7,4,5,4,3,2,2
Bermuda,Bermuda,Bermuda,BM,BM,50,56,79,84,47,14,13,24,27,13,6,8,3,0,6,11,6,5,6,10,14,11,13,13,8,6,2,5,6,11,22,29,37,29,47,98,289,384,241,153,120,98,48,14,13,5,14,29,34,43,170,636,915,1246,1307,715
Bhutan,Bhutan,Bhutan,BT,BT,0,0,0,0,0,0,2,2,3,4,3,1,1,2,1,1,1,2,2,5,6,11,10,3,4,4,5,5,4,4,3,2,3,3,3,6,5,5,24,32,25,16,5,2,1,1,1,0,0,0,0,1,3,6,9,13
Bolivien,Bolivia,Bolivien,BO,BO,1,2,3,5,9,14,21,32,50,63,73,92,112,128,143,174,182,176,176,173,164,134,100,93,85,61,53,40,25,20,18,14,12,12,12,14,22,41,66,105,163,210,248,254,215,170,123,105,103,95,89,82,88,115,121,125
Botswana,Botswana,Botswana,BW,BW,keine Daten,1,1,0,0,0,0,1,1,0,1,2,3,8,12,11,12,12,9,17,17,18,30,26,24,28,26,68,88,60,60,81,67,75,75,82,123,63,49,74,86,111,153,167,203,154,140,147,171,282,233,125,88,211,206,126
Brasilien,Brazil,Brasilien,BR,BR,5,8,13,19,29,47,66,94,129,155,166,185,224,244,245,233,261,299,290,285,268,246,250,220,192,189,174,171,151,141,146,127,149,192,212,250,276,311,274,221,305,366,348,338,318,300,304,339,403,439,469,496,454,444,452,401
Britische Jungferninseln,British Virgin Islands,Britische Jungferninseln,VG,VG,10,3,3,10,7,3,7,3,0,0,0,0,0,0,0,0,0,3,3,0,40,93,139,96,26,17,0,0,0,3,3,0,0,0,3,3,23,43,43,36,13,79,132,66,13,40,40,0,0,3,3,0,0,79,109,53
Bulgarien,Bulgaria,Bulgarien,BG,BG,5,5,6,9,10,10,9,7,4,4,11,17,20,26,37,43,46,46,43,35,27,26,25,25,26,31,39,63,114,194,353,536,636,671,636,570,532,428,263,171,155,126,91,100,128,157,186,250,340,453,620,722,713,622,480,367
Burkina Faso,Burkina Faso,Burkina Faso,BF,BF,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,2,1,1,1,1,1,1,1,1,2,6,9,11,9,9,10,9,8,6,4,2,2,2,2,2,2,1,1,1,1
Burundi,Burundi,Burundi,BI,BI,keine Daten,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,3,2,2,3,3,3,2,2,2,3,4,6,5
Kambodscha,Cambodia,Kambodscha,KH,KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,6,6,13,22,33
Kamerun,Cameroon,Kamerun,CM,CM,2,3,1,3,4,4,5,9,10,11,15,14,10,8,10,9,6,4,5,5,3,3,3,4,3,2,2,2,2,1,1,3,3,4,5,5,5,4,3,4,2,4,10,9,7,4,9,16,20,12,0,33,56,36,29,33
Kanada,Canada,Kanada,CA,CA,37,48,51,60,65,58,46,42,37,29,21,15,12,11,11,13,17,17,15,14,14,16,19,23,31,44,60,66,85,101,103,127,157,176,197,224,240,265,242,229,308,300,225,182,146,115,110,114,109,114,127,155,200,263,311,310
Cayman Islands,Cayman Islands,Cayman Islands,KY,KY,55,68,33,26,20,17,30,73,72,53,70,47,14,9,8,3,3,0,0,0,3,3,0,5,6,3,6,17,30,27,11,17,21,17,30,41,37,43,30,47,67,50,32,27,38,27,35,47,44,41,33,38,29,37,46,27
Zentralafrikanische Republik,Central African Republic,Zentralafrikanische Republik,CF,CF,0,0,0,0,1,3,5,9,14,21,25,24,25,24,18,11,6,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,8,11,16
Tschad,Chad,Tschad,TD,TD,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1
Chile,Chile,Chile,CL,CL,20,27,29,32,50,81,126,210,292,340,390,566,511,278,225,185,161,151,143,137,129,126,130,130,124,121,125,123,113,108,105,102,102,100,100,103,112,142,158,161,229,291,300,299,273,255,249,263,301,348,406,462,494,515,516,485
China,China,China,CN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolumbien,Colombia,Kolumbien,CO,CO,2,4,5,5,8,11,16,20,27,35,42,58,80,95,115,158,194,237,272,296,302,274,246,213,194,190,177,193,205,206,243,252,227,205,215,241,231,289,350,310,389,486,444,356,263,185,134,111,97,99,125,165,224,321,414,461
Komoren,Comoros,Komoren,KM,KM,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,1,1,9,11,6,8,12,11,7,5,3,3,6,7,2,2,2,4,4,2,3,2,2,2,3,5,5,4,4,4,2,2,6,12,23,49,84,127,140,94,60,48,27,11,7,7,6,6,11,11,5
Kongo,Congo,Kongo,CG,CG,1,1,2,2,1,2,3,4,4,4,3,6,8,10,16,19,17,14,11,8,3,3,14,17,6,1,2,2,1,2,2,2,2,5,7,3,8,8,7,16,12,11,10,3,5,10,10,7,10,9,7,6,2,7,7,11
Costa Rica,Costa Rica,Costa Rica,CR,CR,6,6,4,2,2,2,2,3,4,8,13,18,28,55,88,120,150,154,158,186,207,221,257,309,330,326,304,302,321,307,284,261,260,256,272,280,316,318,247,246,281,267,210,168,131,107,103,99,94,105,87,93,95,145,276,367
Kroatien,Croatia,Kroatien,HR,HR,23,22,17,11,6,4,3,1,0,0,0,2,11,21,25,30,28,22,18,32,63,88,93,84,73,66,67,105,195,393,639,761,806,899,1045,1149,1214,1118,723,425,369,300,218,182,158,128,112,132,162,200,276,403,551,626,691,742
Kuba,Cuba,Kuba,CU,CU,3,5,6,6,5,4,2,2,2,2,2,1,1,1,1,1,1,2,4,6,6,6,6,6,7,7,6,5,4,5,6,6,6,5,6,8,11,13,18,22,32,50,60,81,103,101,105,102,99,103,96,97,116,125,123,133
Curaçao,Curaçao,Curaçao,CW,CW,7,3,2,1,1,0,0,1,2,2,2,1,1,1,1,2,2,1,1,3,7,14,30,61,107,124,112,136,178,168,148,146,215,397,624,845,768,511,321,209,191,124,51,40,40,41,49,48,73,248,748,1586,2453,2203,1119,472
Zypern,Cyprus,Zypern,CY,CY,40,47,36,21,12,9,5,4,3,3,4,2,1,2,3,4,4,13,21,20,20,17,10,4,10,19,25,33,92,176,216,275,294,299,361,429,531,590,513,708,866,562,300,215,196,184,169,247,407,557,601,561,619,774,962,1221
Tschechien,Czechia,Tschechien,CZ,CZ,32,30,21,13,9,7,6,8,7,6,7,8,15,19,15,13,20,27,28,30,33,41,58,111,197,266,311,491,855,1318,1569,1466,1108,724,557,510,574,755,872,1115,1507,1357,978,893,911,968,1120,1395,1572,1518,1328,1069,809,602,457,365
Dänemark,Denmark,Dänemark,DK,DK,51,65,52,41,37,32,24,16,13,10,9,8,8,8,5,6,8,11,17,31,29,19,24,43,74,127,135,99,98,136,204,254,255,264,296,346,522,753,749,589,505,364,216,156,109,100,110,118,124,161,189,131,129,165,164,172
Dschibuti,Djibouti,Dschibuti,DJ,DJ,6,20,80,82,27,19,29,107,198,196,112,38,18,21,33,22,8,15,30,21,4,2,1,1,2,1,2,1,4,11,11,7,9,6,3,3,5,8,9,6,6,6,5,3,3,4,8,10,12,20,45,111,213,255,179,94
Dominica,Dominica,Dominica,DM,DM,18,7,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,3,1,6,6,0,10,11,3,8,13,6,36,49,24,11,4,10,6,6,24,24,6,6,11,24,18,11,24,21,8,6,11,6,10,11
Dominikanische Republik,Dominican Republic,Dominikanische Republik,DO,DO,14,19,27,29,30,39,40,38,46,48,52,65,78,99,121,142,169,179,155,130,105,73,75,87,83,71,57,65,63,56,55,52,59,76,90,93,103,116,117,113,146,199,202,185,175,143,108,87,70,58,58,54,43,54,65,68
Ecuador,Ecuador,Ecuador,EC,EC,16,32,33,86,114,39,21,41,34,36,43,43,48,64,72,68,73,71,78,85,75,69,11,28,94,92,83,70,69,83,90,75,63,61,67,70,57,47,43,47,67,97,114,110,97,95,93,106,111,91,103,128,136,124,135,157
Ägypten,Egypt,Ägypten,EG,EG,1,1,2,2,3,5,6,8,12,16,19,21,20,20,16,12,10,7,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,4,5,5,6,7,11,16,17,14,12,9,8,8,8,8,8,8,9,9,9,10,11,12
El Salvador,El Salvador,El Salvador,SV,SV,1,1,2,3,5,10,12,15,18,17,19,25,34,49,58,63,76,86,89,84,65,43,26,20,19,25,29,24,34,37,36,39,36,37,32,43,54,53,42,51,66,67,71,58,49,44,37,28,38,41,28,29,33,37,32,32
Äquatorialguinea,Equatorial Guinea,Äquatorialguinea,GQ,GQ,1,0,4,17,17,13,20,43,51,19,0,26,50,100,76,0,0,125,125,0,7,9,3,4,2,2,3,2,2,1,1,1,1,3,3,3,3,5,4,3,3,6,11,12,11,11,17,29,37,33,29,25,20,22,32,24
Eritrea,Eritrea,Eritrea,ER,ER,1,1,0,0,0,0,0,0,0,0,2,3,3,2,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,4,5,9,16,15,14,11,7,11,8,11,12,7,5,4,5,7,7,4,5
Estland,Estonia,Estland,EE,EE,58,47,32,25,13,7,6,6,7,9,8,3,1,1,2,2,2,4,9,8,9,14,18,23,31,39,51,50,35,41,68,129,200,271,332,395,452,513,583,581,602,589,520,516,568,649,703,1038,1397,1464,1521,1364,1007,770,602,447
