land,country,continent,date,erste,ersterate,zweite,zweiterate,population
Österreich,Austria,Europa,2021-07-30,   5326858,58.91,4617343,51.06,9043072
Aserbaidschan,Azerbaijan,Europa,2021-07-30,   2827855,27.66,2057717,20.13,10223344
Bahamas,Bahamas,Nordamerika,2021-07-30,     60578,15.26,43943,11.07,396914
Bahrain,Bahrain,Asien,2021-07-30,   1107217,63.33,1052384,60.19,1748295
Bangladesch,Bangladesh,Asien,2021-07-30,   7428061,4.47,4306386,2.59,166303494
Barbados,Barbados,Nordamerika,2021-07-30,     99695,34.65,76247,26.5,287708
Belgien,Belgium,Europa,2021-07-30,   8071251,69.39,6845430,58.85,11632334
Belize,Belize,Nordamerika,2021-07-30,    132361,32.69,51220,12.65,404915
Bermuda,Bermuda,Nordamerika,2021-07-30,     41873,67.44,40997,66.03,62092
Bolivien,Bolivia,Südamerika,2021-07-30,   3094376,26.15,1613610,13.64,11832936
Botswana,Botswana,Afrika,2021-07-30,    237775,9.92,127362,5.31,2397240
Brasilien,Brazil,Südamerika,2021-07-30, 104477597,48.82,41116889,19.21,213993441
Britische Jungferninseln,British Virgin Islands,Nordamerika,2021-07-30,     16445,54.05,11438,37.6,30423
Brunei,Brunei,Asien,2021-07-30,    132793,30.08,27704,6.27,441532
Bulgarien,Bulgaria,Europa,2021-07-30,   1026855,14.89,998088,14.47,6896655
Kambodscha,Cambodia,Asien,2021-07-30,   7233247,42.68,4729605,27.91,16946446
Kanada,Canada,Nordamerika,2021-07-30,  27043264,71.04,22214424,58.35,38067913
Cayman Islands,Cayman Islands,Nordamerika,2021-07-30,     49960,75.13,47747,71.8,66498
Chile,Chile,Südamerika,2021-07-30,  13834619,72.01,12551631,65.33,19212362
Kroatien,Croatia,Europa,2021-07-30,   1643402,40.26,1425255,34.92,4081657
Kuba,Cuba,Nordamerika,2021-07-30,   3833448,33.87,2620050,23.15,11317498
Curaçao,Curacao,Nordamerika,2021-07-30,     92447,56.1,82077,49.81,164796
Tschechien,Czechia,Europa,2021-07-30,   5664355,52.82,4846771,45.19,10724553
Dänemark,Denmark,Europa,2021-07-30,   4181021,71.92,3159694,54.35,5813302
Dominica,Dominica,Nordamerika,2021-07-30,     20892,28.95,19661,27.24,72172
Dom. Rep.,Dominican Republic,Nordamerika,2021-07-30,   5538092,50.56,4205772,38.4,10953714
Ecuador,Ecuador,Südamerika,2021-07-30,   9812429,54.85,2421414,13.54,17888474
El Salvador,El Salvador,Nordamerika,2021-07-30,   2821728,43.29,1487461,22.82,6518500
Estland,Estonia,Europa,2021-07-30,    636373,48.02,562474,42.44,1325188
Europa,Europe,Kontinent,2021-07-30, 366949323,48.99,295962732,39.52,748962983
Europa,European Union,Kontinent,2021-07-30, 264655825,59.18,218906072,48.95,447189915
Finnland,Finland,Europa,2021-07-30,   3687551,66.46,1927393,34.74,5548361
Frankreich,France,Europa,2021-07-30,  42492321,62.89,32140496,47.57,67564251
Deutschland,Germany,Europa,2021-07-30,  51615756,61.52,43521646,51.87,83900471
Gibraltar,Gibraltar,Europa,2021-07-30,     39340,100,39119,100,33691
Griechenland,Greece,Europa,2021-07-30,   5690258,54.87,5118376,49.35,10370747
Grönland,Greenland,Nordamerika,2021-07-30,     36324,63.87,25726,45.24,56868
Grenada,Grenada,Nordamerika,2021-07-30,     21453,18.98,16236,14.37,113015
Guatemala,Guatemala,Nordamerika,2021-07-30,   1774324,9.72,333848,1.83,18249868
Guinea,Guinea,Afrika,2021-07-30,    561121,4.16,338136,2.51,13497237
Guyana,Guyana,Südamerika,2021-07-30,    250712,31.72,138624,17.54,790329
Haiti,Haiti,Nordamerika,2021-07-30,      6576,0.06,341,0,11541683
Hongkong,Hong Kong,Asien,2021-07-30,   3197397,42.33,2400799,31.79,7552800
Island,Iceland,Europa,2021-07-30,    269095,78.37,254443,74.1,343360
Indien,India,Asien,2021-07-30, 359820313,25.82,101698166,7.3,1393409033
Indonesien,Indonesia,Asien,2021-07-30,  46805993,16.94,20146421,7.29,276361788
Irland,Ireland,Europa,2021-07-30,   3347142,67.17,2807892,56.35,4982904
Isle of Man,Isle of Man,Europa,2021-07-30,     64872,75.95,58548,68.55,85410
Israel,Israel,Asien,2021-07-30,   5800271,62.43,5388562,58,9291000
Italien,Italy,Europa,2021-07-30,  38390163,63.59,31369885,51.96,60367471
Japan,Japan,Asien,2021-07-30,  50733402,40.25,37097882,29.43,126050796
Jordanien,Jordan,Asien,2021-07-30,   2954485,28.77,2219380,21.61,10269022
Kasachstan,Kazakhstan,Europa,2021-07-30,   5321718,28.02,3632067,19.12,18994958
Kenia,Kenya,Afrika,2021-07-30,   1058280,1.92,654270,1.19,54985702
Kosovo,Kosovo,Europa,2021-07-30,    275633,15.47,137445,7.71,1782115
Kirgisistan,Kyrgyzstan,Asien,2021-07-30,    445911,6.73,116380,1.76,6628347
Lettland,Latvia,Europa,2021-07-30,    732591,39.24,681411,36.5,1866934
Libanon,Lebanon,Asien,2021-07-30,   1112396,16.43,832531,12.3,6769151
Liechtenstein,Liechtenstein,Europa,2021-07-30,     20763,54.28,18977,49.61,38254
Litauen,Lithuania,Europa,2021-07-30,   1411622,52.48,1245698,46.31,2689862
Macau,Macao,Asien,2021-07-30,    283293,43.03,223784,33.99,658391
Malawi,Malawi,Afrika,2021-07-30,    447525,2.28,133032,0.68,19647681
Malaysia,Malaysia,Asien,2021-07-30,  13848160,42.25,6682438,20.39,32776195
Malediven,Maldives,Asien,2021-07-30,    321764,59.19,264913,48.73,543620
Malta,Malta,Europa,2021-07-30,    399261,77.36,380927,73.81,516100
Mexiko,Mexico,Nordamerika,2021-07-30,  45952314,35.28,25511123,19.58,130262220
Moldawien,Moldova,Europa,2021-07-30,    546407,13.58,488021,12.13,4024025
Monaco,Monaco,Europa,2021-07-30,     23551,59.59,19255,48.72,39520
Mongolei,Mongolia,Asien,2021-07-30,   2174672,65.32,1979862,59.47,3329282
Montenegro,Montenegro,Europa,2021-07-30,    174571,27.8,153029,24.37,628051
Montserrat,Montserrat,Nordamerika,2021-07-30,      1454,29.19,1337,26.84,4981
Marokko,Morocco,Afrika,2021-07-30,  13537493,36.25,10111985,27.08,37344787
Namibia,Namibia,Afrika,2021-07-30,    162596,6.28,48814,1.89,2587344
Neuseeland,New Zealand,Asien,2021-07-30,   1150170,22.45,735781,14.36,5122600
Nordamerika,North America,Kontinent,2021-07-30, 288166467,48.3,226099773,37.9,596581283
Nordmazedonien,North Macedonia,Europa,2021-07-30,    510197,24.5,381182,18.3,2082661
Norwegen,Norway,Europa,2021-07-30,   3613012,66.1,1830234,33.49,5465629
Ozeanien,Oceania,Kontinent,2021-07-30,  10330696,23.9,4900892,11.34,43219954
Panama,Panama,Nordamerika,2021-07-30,   1878898,42.88,694328,15.85,4381583
Paraguay,Paraguay,Südamerika,2021-07-30,   2276969,31.54,338673,4.69,7219641
Peru,Peru,Südamerika,2021-07-30,   8121614,24.35,5177068,15.52,33359415
Polen,Poland,Europa,2021-07-30,  18285323,48.38,17398999,46.03,37797000
Portugal,Portugal,Europa,2021-07-30,   7032521,69.16,5934918,58.37,10167923
Katar,Qatar,Asien,2021-07-30,   2050819,69.98,1724741,58.85,2930524
Rumänien,Romania,Europa,2021-07-30,   4986820,26.07,4857069,25.39,19127772
Russland,Russia,Europa,2021-07-30,  36287070,24.87,24709475,16.93,145912022
Saint Lucia,Saint Lucia,Nordamerika,2021-07-30,     32237,17.48,24602,13.34,184401
St. Vincent Grenadines,Saint Vincent and the Grenadines,Nordamerika,2021-07-30,     15726,14.13,9909,8.91,111269
Saudi-Arabien,Saudi Arabia,Asien,2021-07-30,  18679153,52.85,7888797,22.32,35340680
Serbien,Serbia,Europa,2021-07-30,   2833947,41.24,2696844,39.25,6871547
Singapur,Singapore,Asien,2021-07-30,   4299667,78.84,3327272,61.01,5453600
St. Martin,Sint Maarten (Dutch part),Nordamerika,2021-07-30,     24242,55.83,21104,48.6,43421
Slowakei,Slovakia,Europa,2021-07-30,   2272977,41.62,1980031,36.26,5460726
Slowenien,Slovenia,Europa,2021-07-30,    942830,45.36,838539,40.34,2078723
Südamerika,South America,Kontinent,2021-07-30, 189316511,43.6,85363352,19.66,434260137
Südkorea,South Korea,Asien,2021-07-30,  19347750,37.71,7238678,14.11,51305184
Sri Lanka,Sri Lanka,Asien,2021-07-30,   9178909,42.7,2063809,9.6,21497306
Surinam,Suriname,Südamerika,2021-07-30,    186297,31.48,58081,9.81,591798
Schweiz,Switzerland,Europa,2021-07-30,   4730913,54.28,4371813,50.16,8715494
Taiwan,Taiwan,Asien,2021-07-30,   7707830,32.31,381041,1.6,23855008
Thailand,Thailand,Asien,2021-07-30,  13640179,19.5,3851453,5.51,69950844
Trinidad Tobago,Trinidad and Tobago,Nordamerika,2021-07-30,    382149,27.23,191881,13.67,1403374
Türkei,Turkey,Europa,2021-07-30,  40929557,48.13,27133225,31.91,85042736
Ukraine,Ukraine,Europa,2021-07-30,   3525848,8.11,2000853,4.6,43466822
Großbritannien,United Kingdom,Europa,2021-07-30,  46777556,68.58,38110157,55.87,68207114
USA,United States,Nordamerika,2021-07-30, 193598921,58.31,166889843,50.27,332915074
Uruguay,Uruguay,Südamerika,2021-07-30,   2571992,73.8,2237001,64.19,3485152
Vietnam,Vietnam,Asien,2021-07-30,   5342483,5.44,588893,0.6,98168829
Welt,World,Welt,2021-07-30,2220228400,28.19,914261295,11.61,7874965730
Sambia,Zambia,Afrika,2021-07-30,    284110,1.5,140409,0.74,18920657
Simbabwe,Zimbabwe,Afrika,2021-07-30,   1645308,10.9,767930,5.09,15092171
Afghanistan,Afghanistan,Asien,2021-07-30,    742934,1.87,219159,0.55,39835428
Andorra,Andorra,Europa,2021-07-30,     48445,62.63,33904,43.83,77354
Angola,Angola,Afrika,2021-07-30,    958373,2.82,634164,1.87,33933611
Antigua und Barbuda,Antigua and Barbuda,Nordamerika,2021-07-30,     38146,38.64,30704,31.1,98728
Armenien,Armenia,Europa,2021-07-30,    108674,3.66,43855,1.48,2968128
Belarus,Belarus,Europa,2021-07-30,   1334540,14.13,860453,9.11,9442867
Benin,Benin,Afrika,2021-07-30,     43377,0.35,14509,0.12,12451031
Bhutan,Bhutan,Asien,2021-07-30,    486242,62.35,460221,59.01,779900
Bosnien und Herzeg.,Bosnia and Herzegovina,Europa,2021-07-30,    388445,11.9,235393,7.21,3263459
Kamerun,Cameroon,Afrika,2021-07-30,    279987,1.03,51888,0.19,27224262
Kap Verde,Cape Verde,Afrika,2021-07-30,    141276,25.14,18170,3.23,561901
Tschad,Chad,Afrika,2021-07-30,     22445,0.13,7535,0.04,16914985
Kolumbien,Colombia,Südamerika,2021-07-30,  17032633,33.22,11892153,23.2,51265841
Komoren,Comoros,Afrika,2021-07-30,     84740,9.54,41220,4.64,888456
Kongo,Congo,Afrika,2021-07-30,    132671,2.35,66027,1.17,5657017
Cookinseln,Cook Islands,Asien,2021-07-30,     10931,62.21,9578,54.51,17572
Costa Rica,Costa Rica,Nordamerika,2021-07-30,   2573189,50.07,851089,16.56,5139053
Zypern,Cyprus,Europa,2021-07-30,    530879,59.25,449525,50.17,896005
DR Kongo,Democratic Republic of Congo,Afrika,2021-07-30,     78871,0.09,2513,0,92377986
Dschibuti,Djibouti,Afrika,2021-07-30,     12547,1.25,8810,0.88,1002197
Ägypten,Egypt,Afrika,2021-07-30,   3697974,3.55,1639532,1.57,104258327
Äquatorialguinea,Equatorial Guinea,Afrika,2021-07-30,    179210,12.36,127055,8.76,1449891
Eswatini,Eswatini,Afrika,2021-07-30,     38326,3.27,27341,2.33,1172369
Färöer Inseln,Faeroe Islands,Europa,2021-07-30,     34657,70.65,29003,59.13,49053
Falkland Inseln,Falkland Islands,Südamerika,2021-07-30,      2632,74.6,1775,50.31,3528
Fiji,Fiji,Asien,2021-07-30,    441171,48.86,97268,10.77,902899
Französisch-Polynesien,French Polynesia,Asien,2021-07-30,     83210,29.45,70827,25.07,282534
Gabun,Gabon,Afrika,2021-07-30,     52830,2.32,34351,1.51,2278829
Gambia,Gambia,Afrika,2021-07-30,     31254,1.26,12303,0.49,2486937
Georgien,Georgia,Europa,2021-07-30,    311747,7.83,153128,3.85,3979773
Ghana,Ghana,Afrika,2021-07-30,    865422,2.73,405971,1.28,31732128
Guernsey,Guernsey,Europa,2021-07-30,     32969,52.01,13618,21.48,63385
Guinea Bissau,Guinea-Bissau,Afrika,2021-07-30,     24000,1.19,1225,0.06,2015490
Honduras,Honduras,Nordamerika,2021-07-30,   1511974,15.03,194020,1.93,10062994
Ungarn,Hungary,Europa,2021-07-30,   5617260,58.31,5428980,56.35,9634162
Iran,Iran,Asien,2021-07-30,   7741936,9.11,2426738,2.85,85028760
Irak,Iraq,Asien,2021-07-30,    826007,2.01,494900,1.2,41179351
Jamaika,Jamaica,Nordamerika,2021-07-30,    178728,6.01,122174,4.11,2973462
Jersey,Jersey,Europa,2021-07-30,     74267,73.48,67799,67.08,101073
Kuwait,Kuwait,Asien,2021-07-30,   1452148,33.55,923307,21.33,4328553
Laos,Laos,Asien,2021-07-30,   1038254,14.07,670727,9.09,7379358
Lesotho,Lesotho,Afrika,2021-07-30,     36637,1.7,19685,0.91,2159067
Liberia,Liberia,Afrika,2021-07-30,     79670,1.54,2542,0.05,5180208
Luxemburg,Luxembourg,Europa,2021-07-30,    103558,16.31,37865,5.96,634814
Mali,Mali,Afrika,2021-07-30,    145016,0.7,51846,0.25,20855724
Mauretanien,Mauritania,Afrika,2021-07-30,    178483,3.74,15293,0.32,4775110
Mauritius,Mauritius,Afrika,2021-07-30,    634013,49.79,522469,41.03,1273428
Mosambik,Mozambique,Afrika,2021-07-30,    372085,1.16,318955,0.99,32163045
Myanmar,Myanmar,Asien,2021-07-30,   1840758,3.36,1527284,2.79,54806014
Nauru,Nauru,Asien,2021-07-30,      7533,69.28,7251,66.69,10873
Nepal,Nepal,Asien,2021-07-30,   3650733,12.3,1548803,5.22,29674920
Niederlande,Netherlands,Europa,2021-07-30,  12112754,70.53,9334307,54.35,17173094
Neu-Kaledonien,New Caledonia,Asien,2021-07-30,     66159,22.95,59583,20.67,288217
Nicaragua,Nicaragua,Nordamerika,2021-07-30,    252766,3.77,162874,2.43,6702379
Niger,Niger,Afrika,2021-07-30,    224803,0.89,30784,0.12,25130810
Nigeria,Nigeria,Afrika,2021-07-30,   2534205,1.2,1404740,0.66,211400704
Niue,Niue,Asien,2021-07-30,      1184,73.36,32,1.98,1614
Oman,Oman,Asien,2021-07-30,   1550910,29.69,336511,6.44,5223376
Pakistan,Pakistan,Asien,2021-07-30,  20060157,8.91,5188701,2.3,225199929
Palästina,Palestine,Asien,2021-07-30,    359349,6.88,231138,4.43,5222756
Papua-Neuguinea,Papua New Guinea,Asien,2021-07-30,     74771,0.82,8352,0.09,9119005
Philippinen,Philippines,Asien,2021-07-30,  11524212,10.38,7835715,7.06,111046910
Pitcairn,Pitcairn,Asien,2021-07-30,        47,100,30,63.83,47
Ruanda,Rwanda,Afrika,2021-07-30,    394067,2.97,252842,1.9,13276517
Saint Helena,Saint Helena,Afrika,2021-07-30,      4361,71.55,3531,57.93,6095
St. Kitts und Nevis,Saint Kitts and Nevis,Nordamerika,2021-07-30,     23755,44.36,19660,36.72,53546
Samoa,Samoa,Asien,2021-07-30,     60044,30,21070,10.53,200144
San Marino,San Marino,Europa,2021-07-30,     21768,64,21703,63.81,34010
São Tomé und Príncipe,Sao Tome and Principe,Afrika,2021-07-30,     32090,14.37,11870,5.31,223364
Senegal,Senegal,Afrika,2021-07-30,    640013,3.72,266544,1.55,17196308
Seychellen,Seychelles,Afrika,2021-07-30,     72882,73.69,68553,69.31,98910
Sierra Leone,Sierra Leone,Afrika,2021-07-30,     82145,1.01,15170,0.19,8141343
Salomon-Inseln,Solomon Islands,Asien,2021-07-30,     29429,4.18,9934,1.41,703995
Somalia,Somalia,Afrika,2021-07-30,    162655,0.99,87135,0.53,16359500
Afrika,South Africa,Kontinent,2021-07-30,   5921627,9.86,2835930,4.72,60041996
Südsudan,South Sudan,Afrika,2021-07-30,     52226,0.46,4763,0.04,11381377
Spanien,Spain,Europa,2021-07-30,  31851618,68.14,26933847,57.62,46745211
Sudan,Sudan,Afrika,2021-07-30,    627833,1.4,182727,0.41,44909351
Schweden,Sweden,Europa,2021-07-30,   6312988,62.13,4063213,39.99,10160159
Syrien,Syria,Asien,2021-07-30,    121909,0.67,9312,0.05,18275704
Tadschikistan,Tajikistan,Asien,2021-07-30,    524472,5.38,40450,0.41,9749625
Osttimor,Timor,Asien,2021-07-30,    276510,20.58,86759,6.46,1343875
Togo,Togo,Afrika,2021-07-30,    304278,3.59,149930,1.77,8478242
Tonga,Tonga,Asien,2021-07-30,     28753,26.93,10758,10.08,106759
Tunesien,Tunisia,Afrika,2021-07-30,   1699805,14.24,963633,8.07,11935764
Turkmenistan,Turkmenistan,Asien,2021-07-30,     32240,0.53,19506,0.32,6117933
Turks-und Caicosinseln,Turks and Caicos Islands,Nordamerika,2021-07-30,     24567,62.63,22696,57.86,39226
Uganda,Uganda,Afrika,2021-07-30,    537440,1.14,4129,0.01,47123533
VAE,United Arab Emirates,Asien,2021-07-30,   7743985,77.51,6913213,69.19,9991083
Usbekistan,Uzbekistan,Asien,2021-07-30,   3667979,10.81,1023425,3.02,33935765
Vanuatu,Vanuatu,Asien,2021-07-30,     23881,7.59,114,0.04,314464
Venezuela,Venezuela,Südamerika,2021-07-30,   2900000,10.1,1100000,3.83,28704947
Wallis and Futuna,Wallis and Futuna,Asien,2021-07-30,      4629,41.73,4529,40.82,11094
Jemen,Yemen,Asien,2021-07-30,    298161,0.98,13322,0.04,30490639
Afrika,Africa,Kontinent,2021-07-31,  43565968,3.17,22665631,1.65,1373486472
Albanien,Albania,Europa,2021-07-31,    670215,23.33,528718,18.4,2872934
Argentinien,Argentina,Südamerika,2021-07-31,  24966105,54.74,6911893,15.16,45605823
Aruba,Aruba,Nordamerika,2021-07-31,     72793,67.91,65716,61.31,107195
Asien,Asia,Kontinent,2021-07-31,1327087613,28.37,282117851,6.03,4678444992
Australien,Australia,Asien,2021-07-31,   8407015,32.6,3927056,15.23,25788217
Österreich,Austria,Europa,2021-07-31,   5332996,58.97,4648566,51.4,9043072
Aserbaidschan,Azerbaijan,Europa,2021-07-31,   2880131,28.17,2092231,20.47,10223344
Bahamas,Bahamas,Nordamerika,2021-07-31,     61803,15.57,46793,11.79,396914
Bahrain,Bahrain,Asien,2021-07-31,   1108252,63.39,1055185,60.36,1748295
Bangladesch,Bangladesh,Asien,2021-07-31,   8520221,5.12,4329044,2.6,166303494
Barbados,Barbados,Nordamerika,2021-07-31,     99695,34.65,76248,26.5,287708
Belgien,Belgium,Europa,2021-07-31,   8087601,69.53,6916341,59.46,11632334
Bolivien,Bolivia,Südamerika,2021-07-31,   3106488,26.25,1627394,13.75,11832936
Brasilien,Brazil,Südamerika,2021-07-31, 105083580,49.11,41507968,19.4,213993441
Brunei,Brunei,Asien,2021-07-31,    134829,30.54,29170,6.61,441532
Bulgarien,Bulgaria,Europa,2021-07-31,   1028258,14.91,999878,14.5,6896655
Kambodscha,Cambodia,Asien,2021-07-31,   7304756,43.1,4783561,28.23,16946446
Kanada,Canada,Nordamerika,2021-07-31,  27066512,71.1,22356649,58.73,38067913
Chile,Chile,Südamerika,2021-07-31,  13835696,72.01,12561783,65.38,19212362
Kolumbien,Colombia,Südamerika,2021-07-31,  17801838,34.72,12179103,23.76,51265841
Kroatien,Croatia,Europa,2021-07-31,   1646466,40.34,1431898,35.08,4081657
Kuba,Cuba,Nordamerika,2021-07-31,   4020594,35.53,2655387,23.46,11317498
Curaçao,Curacao,Nordamerika,2021-07-31,     92683,56.24,82446,50.03,164796
Tschechien,Czechia,Europa,2021-07-31,   5673270,52.9,4866268,45.38,10724553
Dänemark,Denmark,Europa,2021-07-31,   4187514,72.03,3179733,54.7,5813302
Dom. Rep.,Dominican Republic,Nordamerika,2021-07-31,   5543146,50.61,4215901,38.49,10953714
Ecuador,Ecuador,Südamerika,2021-07-31,  10013732,55.98,2463878,13.77,17888474
Estland,Estonia,Europa,2021-07-31,    638427,48.18,564010,42.56,1325188
Europa,Europe,Kontinent,2021-07-31, 368068959,49.14,297792825,39.76,748962983
Europa,European Union,Kontinent,2021-07-31, 265330175,59.33,219890133,49.17,447189915
Frankreich,France,Europa,2021-07-31,  42776697,63.31,32332001,47.85,67564251
Georgien,Georgia,Europa,2021-07-31,    323837,8.14,157754,3.96,3979773
Deutschland,Germany,Europa,2021-07-31,  51676261,61.59,43669145,52.05,83900471
Griechenland,Greece,Europa,2021-07-31,   5705615,55.02,5165666,49.81,10370747
Guatemala,Guatemala,Nordamerika,2021-07-31,   1824440,10,335634,1.84,18249868
Hongkong,Hong Kong,Asien,2021-07-31,   3227344,42.73,2435878,32.25,7552800
Indonesien,Indonesia,Asien,2021-07-31,  47226514,17.09,20534823,7.43,276361788
Irland,Ireland,Europa,2021-07-31,   3358474,67.4,2817382,56.54,4982904
Isle of Man,Isle of Man,Europa,2021-07-31,     64872,75.95,59075,69.17,85410
Israel,Israel,Asien,2021-07-31,   5801638,62.44,5392045,58.04,9291000
Italien,Italy,Europa,2021-07-31,  38548185,63.86,31648775,52.43,60367471
Japan,Japan,Asien,2021-07-31,  51242500,40.65,37839052,30.02,126050796
Jordanien,Jordan,Asien,2021-07-31,   2989511,29.11,2225216,21.67,10269022
Kasachstan,Kazakhstan,Europa,2021-07-31,   5370661,28.27,3730920,19.64,18994958
Kosovo,Kosovo,Europa,2021-07-31,    282603,15.86,146215,8.2,1782115
Kirgisistan,Kyrgyzstan,Asien,2021-07-31,    453881,6.85,116456,1.76,6628347
Laos,Laos,Asien,2021-07-31,   1179668,15.99,988156,13.39,7379358
Lettland,Latvia,Europa,2021-07-31,    735126,39.38,683395,36.61,1866934
Libanon,Lebanon,Asien,2021-07-31,   1113441,16.45,833450,12.31,6769151
Liechtenstein,Liechtenstein,Europa,2021-07-31,     20764,54.28,18977,49.61,38254
Litauen,Lithuania,Europa,2021-07-31,   1414918,52.6,1249578,46.46,2689862
Macau,Macao,Asien,2021-07-31,    284657,43.24,226851,34.46,658391
Malawi,Malawi,Afrika,2021-07-31,    453729,2.31,138134,0.7,19647681
Malaysia,Malaysia,Asien,2021-07-31,  14183906,43.28,6889921,21.02,32776195
Malediven,Maldives,Asien,2021-07-31,    322710,59.36,268244,49.34,543620
Malta,Malta,Europa,2021-07-31,    399690,77.44,382255,74.07,516100
Mexiko,Mexico,Nordamerika,2021-07-31,  46866125,35.98,25727786,19.75,130262220
Moldawien,Moldova,Europa,2021-07-31,    548890,13.64,493746,12.27,4024025
Montenegro,Montenegro,Europa,2021-07-31,    176140,28.05,153828,24.49,628051
Marokko,Morocco,Afrika,2021-07-31,  13631005,36.5,10124505,27.11,37344787
Namibia,Namibia,Afrika,2021-07-31,    164221,6.35,49274,1.9,2587344
Nepal,Nepal,Asien,2021-07-31,   3936724,13.27,1745903,5.88,29674920
Neuseeland,New Zealand,Asien,2021-07-31,   1179698,23.03,744842,14.54,5122600
Nordamerika,North America,Kontinent,2021-07-31, 289804299,48.58,226689956,38,596581283
Nordmazedonien,North Macedonia,Europa,2021-07-31,    514021,24.68,390562,18.75,2082661
Norwegen,Norway,Europa,2021-07-31,   3613433,66.11,1831038,33.5,5465629
Ozeanien,Oceania,Kontinent,2021-07-31,  10423227,24.12,4971224,11.5,43219954
Panama,Panama,Nordamerika,2021-07-31,   1984082,45.28,695617,15.88,4381583
Paraguay,Paraguay,Südamerika,2021-07-31,   2277822,31.55,339013,4.7,7219641
Peru,Peru,Südamerika,2021-07-31,   8180948,24.52,5392688,16.17,33359415
